timesheet_id,employee_id,project_id,task_id,work_date,hours_logged,billable
10413,106,5,,2025-09-25,1.04,True
10414,106,18,108,2026-01-05,4.93,True
10415,106,18,106,2025-04-09,0.95,True
10416,106,1,,2025-05-16,5.59,True
10417,106,11,67,2025-08-12,2.07,True
10418,106,1,7,2026-06-25,2.66,False
10419,106,3,18,2026-03-26,4.0,False
10420,106,8,45,2025-11-27,5.73,False
10421,106,29,172,2025-09-23,3.97,True
10422,106,4,24,2025-05-14,6.64,True
10423,106,4,23,2026-06-05,7.09,True
10424,106,22,136,2025-08-12,4.67,True
10425,106,10,60,2025-06-10,2.15,False
10426,106,30,175,2025-08-19,3.54,True
10427,106,22,135,2025-08-05,7.12,False
10428,106,30,179,2026-02-04,7.78,True
10429,106,16,,2025-09-24,3.16,True
10430,106,15,,2025-09-25,5.83,True
10431,106,15,90,2026-04-09,7.88,False
10432,106,15,90,2026-01-26,5.13,False
10433,106,20,121,2026-06-02,4.9,True
10434,106,16,92,2024-11-22,2.04,True
10435,106,4,,2026-04-07,7.71,True
10436,106,27,163,2026-03-26,5.24,True
10437,106,3,19,2025-04-22,5.64,True
10438,106,10,56,2025-08-28,5.71,True
10439,106,5,32,2026-02-12,6.11,True
10440,106,30,178,2025-11-12,1.9,False
10441,106,30,175,2024-10-07,2.37,True
10442,106,26,156,2025-11-26,2.56,True
10443,106,23,143,2025-11-14,1.47,True
10444,106,10,56,2024-12-11,5.06,True
10445,106,4,27,2025-02-28,6.59,True
10446,106,10,,2025-08-20,6.13,True
10447,106,20,122,2025-09-04,3.39,False
10448,106,3,18,2025-05-16,1.08,True
10449,106,6,37,2025-06-23,4.89,True
10450,106,25,153,2026-06-17,6.87,True
10451,106,6,40,2025-01-15,7.22,False
10452,106,8,48,2025-08-22,7.19,True
10453,106,22,137,2025-04-22,0.54,True
10454,106,5,29,2025-05-28,3.47,True
10455,106,29,,2025-03-19,5.48,True
10456,106,22,137,2025-07-03,7.27,True
10457,106,21,132,2026-01-08,3.67,False
10458,106,16,96,2026-02-24,7.36,True
10459,106,8,45,2025-02-12,2.02,True
10460,106,20,,2026-04-27,1.87,False
10461,106,8,,2025-03-18,1.54,True
10462,106,8,46,2025-10-31,2.54,True
10463,106,26,156,2025-10-23,3.7,True
10464,107,10,57,2023-11-14,2.99,True
10465,107,22,135,2023-10-12,0.59,True
10466,107,27,164,2024-04-16,7.04,True
10467,107,9,,2023-10-16,0.58,True
10468,107,11,69,2026-02-25,4.98,True
10469,107,10,60,2024-05-09,6.76,True
10470,107,13,75,2026-04-20,3.74,True
10471,107,26,157,2025-02-20,4.25,False
10472,107,20,120,2025-07-09,4.05,True
10473,107,29,174,2023-12-21,2.87,False
10474,107,22,136,2026-01-23,4.95,True
10475,107,11,63,2023-08-18,0.77,True
10476,107,10,57,2023-11-08,1.85,False
10477,107,16,96,2024-12-31,4.33,True
10478,107,6,41,2026-04-08,6.89,False
10479,107,15,90,2023-11-16,4.09,True
10480,107,25,152,2024-03-29,3.3,True
10481,107,23,140,2025-07-08,3.89,True
10482,107,5,31,2025-09-30,7.13,True
10483,107,20,124,2026-06-22,4.4,False
10484,107,6,,2023-12-11,1.52,True
10485,107,9,53,2026-03-17,1.58,True
10486,107,16,92,2024-09-03,5.46,True
10487,107,10,58,2025-12-22,1.1,True
10488,107,20,120,2025-12-23,0.8,True
10489,107,14,86,2026-03-05,6.49,True
10490,107,3,16,2025-07-08,7.01,True
10491,107,14,83,2023-12-18,3.3,True
10492,107,4,25,2025-05-28,5.06,True
10493,107,19,116,2023-12-20,4.06,False
10494,107,8,45,2023-08-25,4.61,True
10495,107,7,43,2024-09-27,3.28,True
10496,107,20,120,2026-01-05,1.86,False
10497,107,23,140,2024-04-12,0.52,True
10498,107,20,122,2023-10-05,3.84,False
10499,107,30,,2025-09-04,5.8,True
10500,107,21,129,2024-04-04,1.72,False
10501,107,6,39,2024-10-01,1.99,True
10502,107,30,176,2025-11-27,5.76,True
10503,107,23,138,2024-06-17,1.11,True
10504,107,17,99,2025-08-22,7.4,True
10505,107,8,48,2024-04-19,2.59,False
10506,107,24,149,2023-10-10,4.98,True
10507,107,24,149,2023-10-31,7.52,True
10508,107,3,18,2024-08-13,5.68,True
10509,107,23,140,2023-11-07,6.3,True
10510,107,23,142,2024-10-10,5.41,True
10511,107,5,34,2023-07-19,5.78,True
10512,107,2,14,2024-12-20,6.77,False
10513,107,4,26,2026-01-01,5.44,False
10514,107,19,113,2024-12-31,3.52,True
10515,107,30,176,2026-06-16,5.13,True
10516,107,23,142,2024-07-29,6.74,True
10517,107,10,57,2024-06-10,6.05,True
10518,107,5,30,2024-05-20,3.32,False
10519,107,24,144,2026-03-18,5.36,True
10520,107,4,21,2025-09-15,3.71,True
10521,107,5,32,2023-11-29,3.58,False
10522,107,4,25,2023-10-31,2.72,True
10523,107,24,146,2024-01-15,7.16,True
10524,107,22,137,2024-02-19,2.0,True
10525,107,27,,2024-05-06,0.82,True
10526,107,28,169,2025-02-28,4.2,True
10527,107,7,44,2024-12-31,2.37,True
10528,107,3,17,2025-09-01,5.03,True
10529,107,8,47,2024-08-09,1.41,True
10530,107,30,,2025-06-10,6.14,True
10531,107,25,152,2025-08-06,7.32,False
10532,107,6,39,2023-07-18,5.8,False
10533,107,29,173,2023-08-03,7.17,True
10534,107,19,114,2024-12-24,7.16,True
10535,107,29,172,2025-04-17,5.35,True
10536,107,19,114,2024-09-04,1.52,True
10537,107,28,,2024-08-27,4.9,True
10538,107,4,27,2025-04-30,4.25,True
10539,107,9,54,2025-07-30,6.42,True
10540,107,22,,2026-05-07,7.83,False
10541,107,1,4,2023-08-29,6.39,True
10542,107,13,78,2023-08-17,4.23,True
10543,107,24,150,2025-05-22,7.16,True
10544,107,15,88,2024-09-19,3.14,True
10545,107,30,176,2024-07-30,7.33,True
10546,107,22,135,2024-08-07,6.89,True
10547,107,1,7,2026-06-12,6.3,False
10548,107,8,49,2023-08-11,1.7,False
10549,107,16,96,2024-06-25,4.05,True
10550,107,27,163,2024-11-26,6.15,True
10551,107,17,100,2026-04-20,3.18,True
10552,107,5,29,2024-01-12,1.27,True
10553,107,26,159,2023-07-25,6.4,True
10554,107,24,146,2025-07-01,3.57,True
10555,107,11,63,2025-01-20,1.82,True
10556,107,1,1,2024-10-03,5.28,True
10557,107,23,,2023-07-19,7.81,True
10558,107,22,136,2024-06-14,5.51,True
10559,107,21,129,2025-05-09,3.17,True
10560,107,26,157,2025-02-17,5.82,True
10561,107,14,85,2024-05-20,2.68,True
10562,107,5,34,2026-06-29,6.93,True
10563,107,16,91,2025-07-28,0.83,True
10564,107,13,,2024-04-12,3.71,True
10565,108,19,118,2026-01-23,3.75,True
10566,108,27,161,2025-12-26,3.85,True
10567,108,28,167,2025-07-07,5.6,True
10568,108,29,,2025-12-05,1.73,True
10569,108,11,65,2026-06-09,4.69,True
10570,108,29,172,2026-02-13,4.07,True
10571,108,29,174,2026-04-30,6.67,True
10572,108,5,30,2025-09-02,1.08,False
10573,108,19,116,2025-09-18,5.11,True
10574,108,4,24,2025-12-09,2.75,True
10575,108,6,41,2025-10-27,0.87,True
10576,108,15,87,2025-12-04,7.67,False
10577,108,15,89,2025-11-20,5.81,True
10578,108,11,,2026-05-26,3.57,True
10579,108,16,93,2026-01-15,4.31,True
10580,108,3,17,2025-09-10,4.1,True
10581,108,16,95,2025-11-14,3.75,True
10582,108,21,131,2025-10-07,4.04,True
10583,108,15,87,2025-12-17,4.45,True
10584,108,22,134,2025-05-23,4.67,True
10585,108,7,44,2025-09-08,6.97,True
10586,108,22,134,2026-06-23,7.43,True
10587,108,22,136,2025-09-05,0.65,True
10588,108,3,19,2025-10-03,6.18,True
10589,108,3,20,2025-07-16,2.34,False
10590,108,20,120,2026-06-23,7.54,True
10591,108,7,43,2025-07-08,7.1,True
10592,108,14,,2025-08-05,7.77,True
10593,108,28,168,2025-11-06,5.63,True
10594,108,18,105,2026-04-21,7.45,False
10595,108,25,153,2025-08-22,6.34,True
10596,108,26,157,2025-05-26,2.85,False
10597,108,10,55,2025-09-11,0.56,False
10598,108,4,22,2025-12-01,6.71,False
10599,108,20,121,2025-12-10,3.93,True
10600,108,1,3,2025-10-17,1.3,True
10601,108,2,9,2025-08-29,4.27,True
10602,108,21,127,2025-09-25,3.77,True
10603,108,15,89,2026-02-13,5.71,True
10604,108,23,141,2025-08-14,0.51,False
10605,108,27,165,2025-10-07,6.35,False
10606,108,30,178,2025-05-23,7.36,True
10607,108,23,141,2026-06-26,1.41,False
10608,108,7,43,2025-10-17,5.9,True
10609,108,26,158,2025-05-26,1.43,True
10610,108,19,111,2026-03-24,1.2,False
10611,108,2,11,2026-03-09,5.6,True
10612,108,30,179,2026-03-09,0.73,True
10613,108,1,5,2025-06-02,3.68,True
10614,108,22,134,2026-02-11,7.52,True
10615,108,12,72,2026-01-27,6.03,True
10616,108,6,40,2026-04-23,6.24,True
10617,108,27,164,2026-04-03,6.2,False
10618,108,10,57,2026-01-21,4.19,False
10619,108,17,99,2026-04-09,1.48,True
10620,108,17,98,2025-12-04,4.0,True
10621,108,11,63,2026-03-16,7.05,True
10622,108,5,31,2025-09-18,3.18,False
10623,108,7,44,2026-04-08,5.86,True
10624,108,28,169,2026-03-18,0.82,True
10625,108,7,42,2025-10-07,4.17,False
10626,108,14,85,2025-06-13,1.3,False
10627,108,15,,2026-02-18,6.03,False
10628,108,13,73,2025-12-03,3.22,True
10629,108,5,35,2026-05-20,2.77,True
10630,108,25,,2026-01-02,1.32,True
10631,108,5,,2025-05-26,2.88,True
10632,108,24,144,2025-08-20,3.82,True
10633,108,23,142,2026-04-02,4.18,True
10634,108,23,138,2025-12-26,3.85,False
10635,108,29,173,2026-03-23,6.51,True
10636,108,3,17,2026-02-02,4.92,True
10637,108,4,28,2025-12-23,7.98,False
10638,108,27,160,2025-09-08,7.78,False
10639,108,3,16,2025-10-31,5.39,True
10640,108,18,108,2025-05-21,2.28,False
10641,108,20,,2026-04-15,4.24,False
10642,108,3,16,2026-05-07,7.7,True
10643,108,2,14,2025-08-20,4.12,True
10644,108,14,84,2025-07-31,1.52,False
10645,108,14,85,2026-02-19,6.78,True
10646,108,22,135,2025-05-21,1.06,True
10647,108,3,16,2025-08-21,2.64,True
10648,108,4,22,2026-01-08,3.38,True
10649,108,28,170,2025-06-30,5.61,False
10650,108,17,102,2025-11-18,3.51,False
10651,108,1,2,2025-10-14,4.7,True
10652,108,3,20,2026-01-26,1.22,True
10653,108,24,150,2026-06-05,4.73,True
10654,108,22,136,2025-09-18,6.71,False
10655,108,13,79,2026-04-22,4.59,True
10656,108,3,17,2026-03-24,4.2,True
10657,108,26,157,2025-07-01,6.96,True
10658,108,6,,2026-02-18,6.96,True
10659,109,18,105,2024-01-10,2.45,True
10660,109,27,165,2025-04-16,7.41,True
10661,109,11,67,2025-02-20,1.94,False
10662,109,9,51,2024-07-10,1.8,False
10663,109,27,,2023-08-30,6.79,True
10664,109,23,143,2025-01-03,5.98,True
10665,109,18,104,2025-10-08,5.21,True
10666,109,8,46,2025-10-01,4.89,True
10667,109,24,147,2024-09-17,4.35,True
10668,109,12,72,2025-02-04,1.04,True
10669,109,12,70,2026-03-27,4.67,True
10670,109,17,97,2025-04-28,1.17,False
10671,109,1,,2024-07-22,2.73,True
10672,109,13,76,2025-09-01,1.33,False
10673,109,12,71,2025-12-23,3.55,True
10674,109,5,34,2023-09-14,3.9,True
10675,109,1,3,2026-01-29,3.31,True
10676,109,25,152,2024-08-30,5.69,True
10677,109,8,45,2023-10-12,6.41,False
10678,109,23,140,2024-10-25,2.6,True
10679,109,12,70,2024-04-10,1.13,True
10680,109,23,142,2025-06-03,7.44,True
10681,109,22,137,2023-07-24,3.52,True
10682,109,26,,2025-03-20,2.47,True
10683,109,22,137,2025-09-25,7.18,True
10684,109,13,,2026-01-05,3.46,True
10685,109,23,143,2026-02-06,0.7,False
10686,109,12,72,2025-06-12,0.89,False
10687,109,8,47,2025-02-28,1.33,False
10688,109,27,163,2025-12-25,4.44,True
10689,109,3,17,2026-02-06,2.45,True
10690,109,21,132,2024-04-18,3.65,False
10691,109,17,97,2025-05-26,3.71,True
10692,109,11,65,2024-04-25,7.09,True
10693,109,19,115,2025-09-30,3.31,True
10694,109,21,131,2025-10-15,4.99,True
10695,109,17,100,2024-01-04,6.55,True
10696,109,23,142,2024-01-08,2.16,True
10697,109,28,166,2023-08-14,1.48,True
10698,109,18,106,2025-11-06,3.0,True
10699,109,2,11,2023-11-09,5.08,True
10700,109,15,88,2025-04-09,4.43,False
10701,109,6,,2025-08-11,3.17,False
10702,109,6,40,2024-10-18,4.06,True
10703,109,3,,2025-09-02,7.98,True
10704,109,8,49,2025-07-29,3.29,False
10705,109,18,103,2026-06-04,3.21,False
10706,109,6,37,2026-06-16,1.44,True
10707,109,26,156,2025-08-11,3.04,True
10708,109,6,41,2025-12-10,4.03,True
10709,109,27,160,2026-01-30,4.26,False
10710,109,17,99,2024-06-10,4.45,True
10711,109,22,136,2026-06-10,3.47,True
10712,109,5,30,2025-07-02,2.66,True
10713,109,12,71,2025-12-10,1.78,True
10714,109,14,85,2026-05-01,2.22,True
10715,109,2,13,2024-10-11,1.69,True
10716,109,22,136,2026-05-13,5.91,True
10717,109,26,157,2024-10-16,5.51,True
10718,109,14,85,2024-01-29,4.2,True
10719,109,3,19,2026-02-09,6.09,True
10720,109,13,80,2024-01-24,6.75,False
10721,109,21,128,2025-03-06,6.92,True
10722,109,13,76,2024-10-14,2.55,True
10723,109,22,136,2023-09-26,7.91,True
10724,109,28,,2025-07-03,5.24,True
10725,109,25,152,2023-07-17,7.74,False
10726,109,21,130,2024-10-31,6.17,True
10727,109,9,50,2025-04-21,5.9,True
10728,109,17,101,2024-07-30,2.69,True
10729,109,21,132,2024-11-20,4.57,True
10730,109,7,43,2023-08-03,3.82,True
10731,109,25,153,2023-11-13,1.34,True
10732,109,13,79,2023-09-27,6.34,True
10733,109,30,175,2026-02-25,5.14,False
10734,109,1,3,2026-04-14,6.48,False
10735,109,1,6,2023-11-03,4.5,False
10736,109,2,,2024-05-07,3.64,True
10737,109,13,74,2024-03-06,5.11,True
10738,109,13,80,2023-07-10,6.12,True
10739,109,8,47,2025-09-29,2.82,True
10740,109,19,113,2025-06-19,6.86,True
10741,109,1,2,2025-04-30,6.37,True
10742,109,27,162,2024-11-20,3.08,True
10743,109,26,157,2026-02-17,0.8,False
10744,109,15,90,2025-03-18,2.83,True
10745,109,10,60,2026-05-19,2.79,True
10746,109,27,162,2026-03-09,5.34,True
10747,109,13,75,2025-09-26,4.51,False
10748,109,1,1,2024-01-09,4.14,True
10749,109,8,49,2024-01-02,1.27,True
10750,109,21,127,2024-10-11,1.4,False
10751,109,17,99,2025-05-05,3.86,True
10752,109,22,136,2025-02-28,7.59,True
10753,109,8,46,2025-07-09,2.28,True
10754,109,10,61,2025-09-02,3.18,False
10755,109,19,115,2025-01-13,0.53,False
10756,109,24,146,2024-05-14,5.41,True
10757,109,27,162,2025-03-19,6.93,True
10758,109,21,132,2024-07-22,7.93,True
10759,109,20,122,2026-03-06,1.53,False
10760,109,4,24,2024-07-31,4.71,True
10761,109,11,63,2023-09-08,1.84,True
10762,109,19,115,2024-12-10,4.95,True
10763,109,1,7,2025-04-14,2.68,True
10764,110,18,105,2024-11-05,5.36,True
10765,110,19,111,2026-04-24,7.84,True
10766,110,17,100,2026-06-18,1.62,True
10767,110,12,72,2026-01-12,3.32,False
10768,110,27,165,2024-10-16,1.32,True
10769,110,24,146,2025-07-03,4.28,True
10770,110,13,79,2024-05-03,4.44,True
10771,110,17,102,2023-11-29,1.29,True
10772,110,27,162,2026-06-16,5.89,True
10773,110,18,103,2025-07-21,0.86,True
10774,110,11,,2025-05-13,1.84,True
10775,110,3,19,2023-12-21,6.57,True
10776,110,1,2,2025-05-29,5.45,False
10777,110,16,91,2026-02-04,5.26,True
10778,110,8,49,2025-03-18,6.48,True
10779,110,29,174,2025-03-12,5.9,True
10780,110,21,128,2026-04-28,1.03,False
10781,110,21,128,2026-02-16,0.73,True
10782,110,4,28,2024-03-13,1.35,True
10783,110,22,137,2023-07-05,3.75,True
10784,110,28,170,2025-01-10,6.36,True
10785,110,19,114,2023-12-26,3.89,True
10786,110,5,35,2024-06-24,2.59,True
10787,110,1,2,2026-01-20,2.63,True
10788,110,17,100,2024-09-06,6.92,False
10789,110,17,102,2024-12-25,7.67,True
10790,110,25,151,2025-05-08,0.63,True
10791,110,2,11,2025-02-03,3.11,True
10792,110,1,6,2025-08-25,7.33,True
10793,110,11,64,2025-11-19,1.01,True
10794,110,30,178,2023-09-04,0.91,True
10795,110,7,44,2023-12-28,2.12,True
10796,110,26,157,2024-09-16,4.9,True
10797,110,15,89,2025-02-13,2.96,False
10798,110,6,40,2023-07-06,7.74,False
10799,110,4,26,2024-05-15,5.9,False
10800,110,3,20,2026-04-20,2.87,True
10801,110,24,149,2023-07-06,3.1,True
10802,110,3,17,2025-08-11,7.35,True
10803,110,15,89,2025-09-17,3.51,True
10804,110,12,72,2023-11-07,4.77,True
10805,110,5,31,2025-04-14,5.49,False
10806,110,12,72,2024-12-25,3.88,False
10807,110,12,70,2025-02-26,3.67,False
10808,110,12,70,2025-05-29,2.75,True
10809,110,5,29,2024-10-10,5.79,True
10810,110,23,143,2026-01-06,5.52,True
10811,110,7,42,2023-09-12,1.25,True
10812,110,15,87,2023-12-22,0.89,False
10813,110,15,88,2023-09-18,1.73,True
10814,110,14,86,2025-06-04,2.33,False
10815,110,22,136,2026-02-06,5.14,True
10816,110,13,75,2024-10-25,4.67,False
10817,110,12,71,2024-01-25,0.72,True
10818,110,18,104,2024-06-18,5.98,False
10819,110,5,33,2025-11-28,0.61,True
10820,110,4,,2025-12-08,7.42,False
10821,110,28,167,2026-05-26,1.26,True
10822,110,1,3,2026-04-01,3.54,True
10823,110,30,178,2024-01-26,3.92,True
10824,110,1,6,2024-01-18,7.47,False
10825,110,7,43,2025-04-24,0.55,True
10826,110,3,19,2024-01-31,7.93,True
10827,110,6,40,2025-08-21,7.83,True
10828,110,26,,2025-09-04,7.79,True
10829,110,9,53,2024-04-11,4.51,True
10830,110,1,5,2024-08-02,4.21,True
10831,110,22,134,2025-03-18,4.65,True
10832,110,22,,2024-06-11,4.23,False
10833,110,8,47,2025-10-08,3.14,True
10834,110,13,,2023-09-27,3.2,True
10835,110,16,96,2026-04-17,6.62,True
10836,110,16,96,2023-10-23,1.39,True
10837,110,27,163,2025-02-27,4.5,True
10838,110,20,123,2026-06-04,1.91,True
10839,110,18,110,2024-02-15,7.92,True
10840,110,13,78,2023-12-13,2.62,True
10841,110,1,2,2024-07-01,5.83,True
10842,110,9,54,2024-02-16,6.22,False
10843,110,7,42,2023-08-17,2.44,True
10844,110,1,6,2026-04-08,7.9,False
10845,110,9,,2024-03-18,4.7,False
10846,110,22,137,2024-09-20,2.23,True
10847,110,18,105,2025-04-10,4.2,False
10848,110,12,70,2025-07-07,3.89,True
10849,110,4,26,2024-11-04,6.45,True
10850,110,15,90,2023-09-26,2.15,True
10851,110,20,123,2024-06-04,1.7,True
10852,110,21,129,2025-10-21,4.87,True
10853,110,2,8,2025-07-23,3.34,True
10854,110,11,68,2026-03-20,6.84,True
10855,110,22,137,2025-04-10,7.29,True
10856,110,25,,2024-11-11,5.53,True
10857,110,24,150,2023-12-25,2.95,True
10858,110,27,161,2023-07-14,4.51,True
10859,110,14,86,2025-08-12,5.77,True
10860,110,3,16,2026-04-30,6.68,True
10861,110,10,55,2025-10-10,1.22,True
10862,111,16,94,2025-06-13,1.7,True
10863,111,8,45,2024-06-04,5.53,True
10864,111,14,81,2024-08-22,1.54,True
10865,111,24,145,2025-10-10,3.76,True
10866,111,1,2,2026-01-21,7.53,True
10867,111,6,38,2023-11-24,5.43,True
10868,111,16,96,2024-09-24,0.67,True
10869,111,9,50,2025-12-31,2.6,True
10870,111,17,97,2024-09-09,5.31,True
10871,111,14,81,2026-02-25,5.59,True
10872,111,26,156,2024-02-09,2.53,True
10873,111,24,145,2026-02-12,1.8,False
10874,111,20,,2024-02-01,3.21,False
10875,111,15,90,2024-03-28,1.45,False
10876,111,18,110,2024-11-12,3.58,True
10877,111,21,130,2023-11-08,6.27,True
10878,111,3,19,2025-07-24,7.15,True
10879,111,15,90,2024-05-22,2.32,True
10880,111,22,137,2025-01-29,3.79,True
10881,111,26,157,2024-11-04,3.19,True
10882,111,17,97,2024-01-26,2.91,True
10883,111,2,13,2026-04-22,3.07,True
10884,111,29,172,2024-03-08,5.06,False
10885,111,8,47,2024-09-20,7.02,True
10886,111,25,152,2024-11-13,3.6,False
10887,111,23,143,2026-02-11,5.34,True
10888,111,4,28,2026-06-30,5.96,False
10889,111,26,159,2025-08-26,5.41,False
10890,111,11,67,2025-08-21,4.16,True
10891,111,5,,2025-12-23,7.08,False
10892,111,15,90,2025-03-17,4.68,True
10893,111,27,162,2026-06-25,4.81,True
10894,111,13,,2026-01-30,2.86,False
10895,111,1,5,2026-03-04,5.67,False
10896,111,2,13,2024-02-06,7.44,True
10897,111,6,38,2024-10-25,2.47,True
10898,111,28,166,2023-07-03,1.79,True
10899,111,8,45,2025-10-20,0.69,False
10900,111,30,179,2024-07-22,3.94,True
10901,111,20,125,2026-03-24,7.45,False
10902,111,30,175,2023-07-25,1.65,True
10903,111,5,29,2025-09-05,6.8,True
10904,111,4,25,2026-06-16,3.54,True
10905,111,9,54,2026-05-14,4.28,True
10906,111,15,87,2024-06-12,4.94,False
10907,111,6,41,2023-08-14,6.71,False
10908,111,29,174,2024-07-16,0.62,True
10909,111,6,40,2024-03-28,3.93,True
10910,111,22,135,2025-05-09,2.1,True
10911,111,23,140,2025-04-08,2.19,True
10912,111,25,155,2025-06-04,3.62,True
10913,111,20,120,2024-02-26,1.59,True
10914,111,8,49,2024-06-27,7.79,True
10915,111,14,81,2025-10-31,1.88,True
10916,111,8,,2023-11-16,4.98,True
10917,111,22,136,2025-03-04,3.0,False
10918,111,9,51,2025-01-24,1.59,False
10919,111,12,72,2026-04-03,2.01,True
10920,111,25,151,2024-11-21,1.4,True
10921,111,25,154,2024-10-10,5.45,True
10922,111,25,155,2025-11-04,4.89,True
10923,111,16,91,2025-04-03,4.17,True
10924,111,17,97,2023-10-20,0.56,True
10925,111,4,,2023-10-09,0.88,False
10926,111,27,161,2024-02-16,6.3,False
10927,111,16,93,2024-02-20,7.18,True
10928,111,17,98,2025-11-18,3.25,False
10929,111,6,38,2025-06-27,7.42,False
10930,111,2,9,2025-04-10,5.47,True
10931,111,30,177,2024-12-03,6.43,True
10932,111,30,178,2023-10-27,2.84,True
10933,111,9,51,2024-07-11,7.22,False
10934,111,1,,2025-02-17,2.18,False
10935,111,2,14,2023-11-02,5.03,True
10936,111,9,50,2024-05-24,2.55,False
10937,111,29,172,2025-06-13,0.73,True
10938,111,10,,2024-03-04,7.68,False
10939,111,6,41,2024-02-16,3.22,True
10940,111,15,88,2023-07-20,2.94,True
10941,111,30,179,2024-02-02,5.89,True
10942,111,11,64,2026-03-16,3.4,True
10943,111,27,,2024-01-26,3.68,True
10944,111,5,33,2024-02-28,4.81,True
10945,111,5,33,2024-12-27,5.94,True
10946,111,11,66,2025-08-29,2.27,True
10947,111,18,103,2023-07-21,6.96,False
10948,111,13,75,2025-11-26,4.65,True
10949,111,27,,2025-03-04,2.73,True
10950,111,2,15,2026-05-07,6.79,False
10951,111,19,113,2026-06-01,3.6,False
10952,111,7,44,2026-06-01,6.52,False
10953,111,25,155,2026-05-14,0.94,True
10954,111,13,78,2024-06-06,3.16,True
10955,111,26,158,2024-09-13,0.99,True
10956,111,3,17,2023-11-14,2.77,True
10957,111,30,178,2024-03-20,1.09,True
10958,112,15,88,2024-01-31,2.74,True
10959,112,14,83,2024-07-16,2.93,True
10960,112,14,81,2024-02-26,4.78,False
10961,112,4,22,2023-08-07,4.13,True
10962,112,30,177,2024-02-13,1.19,False
10963,112,25,151,2024-08-02,0.61,True
10964,112,12,70,2023-11-02,7.83,True
10965,112,15,87,2024-11-19,5.2,True
10966,112,25,155,2025-03-24,5.29,False
10967,112,23,138,2023-11-03,1.98,False
10968,112,20,119,2025-06-19,4.88,True
10969,112,22,134,2025-09-15,4.79,False
10970,112,11,63,2025-05-07,1.83,False
10971,112,26,158,2024-08-07,7.18,True
10972,112,29,173,2024-09-26,6.23,True
10973,112,8,,2023-08-23,6.79,True
10974,112,10,61,2024-06-14,7.0,True
10975,112,25,153,2023-07-07,6.99,True
10976,112,17,102,2026-05-15,5.64,True
10977,112,26,156,2023-12-27,2.67,True
10978,112,23,141,2025-10-13,4.56,False
10979,112,9,51,2024-02-16,7.04,False
10980,112,18,107,2024-03-15,7.29,True
10981,112,25,152,2023-08-14,1.7,False
10982,112,23,139,2024-01-25,1.33,True
10983,112,6,39,2024-05-06,5.77,True
10984,112,1,3,2025-10-28,4.17,False
10985,112,6,41,2024-03-08,3.89,True
10986,112,24,148,2025-04-23,6.71,False
10987,112,29,174,2025-10-31,4.8,True
10988,112,2,14,2025-10-16,3.29,False
10989,112,22,134,2023-08-25,5.93,True
10990,112,8,48,2025-04-16,5.31,True
10991,112,29,173,2023-12-12,2.26,True
10992,112,8,47,2026-02-27,1.18,True
10993,112,5,29,2025-06-10,1.11,False
10994,112,20,121,2024-01-17,2.68,False
10995,112,11,68,2024-01-01,7.73,True
10996,112,6,38,2025-10-02,6.08,True
10997,112,12,,2024-07-29,4.01,True
10998,112,13,73,2025-06-27,3.21,True
10999,112,28,171,2026-05-25,2.05,True
11000,112,7,,2026-01-08,2.62,True
11001,112,17,102,2024-06-21,0.85,False
11002,112,16,96,2025-10-08,4.27,False
11003,112,15,87,2023-11-16,5.31,True
11004,112,29,173,2023-12-28,7.58,True
11005,112,10,57,2024-06-20,7.23,False
11006,112,2,13,2026-03-23,7.17,True
11007,112,5,34,2024-08-28,2.14,True
11008,112,10,60,2023-08-09,1.06,False
11009,112,27,163,2024-12-11,5.87,False
11010,112,25,153,2024-06-26,3.02,True
11011,112,27,161,2026-01-15,1.24,False
11012,112,18,,2025-04-15,3.94,True
11013,112,6,40,2024-05-16,3.17,True
11014,112,28,169,2023-08-08,4.11,True
11015,112,16,95,2025-07-14,5.18,True
11016,112,2,11,2023-12-25,5.32,True
11017,112,10,58,2024-11-18,7.55,False
11018,112,27,164,2023-10-11,4.1,True
11019,112,15,88,2026-03-25,2.13,False
11020,112,29,172,2024-09-03,7.91,True
11021,112,22,134,2024-12-04,5.68,True
11022,112,28,171,2025-09-04,2.24,True
11023,112,18,103,2024-02-26,4.26,True
11024,112,16,92,2024-01-10,4.39,False
11025,112,21,130,2023-11-09,5.1,True
11026,112,9,54,2025-09-11,0.74,True
11027,112,3,19,2025-04-01,2.68,False
11028,112,30,179,2025-11-21,4.61,True
11029,112,16,96,2023-10-18,6.36,True
11030,112,26,157,2026-06-26,3.22,True
11031,112,18,104,2024-01-02,2.37,True
11032,112,19,115,2026-02-26,4.84,True
11033,112,19,113,2025-09-09,4.97,True
11034,112,8,47,2024-03-20,4.92,True
11035,112,28,171,2023-10-27,5.24,True
11036,112,10,55,2025-02-04,5.9,True
11037,112,27,,2025-11-04,6.11,True
11038,112,7,44,2024-12-16,0.84,True
11039,112,16,95,2024-09-19,2.09,True
11040,112,4,,2024-10-04,5.53,True
11041,112,17,100,2024-03-22,4.74,False
11042,112,12,72,2024-06-19,1.29,True
11043,112,7,42,2024-09-10,7.35,True
11044,112,3,19,2024-04-15,5.83,True
11045,112,16,92,2025-01-16,1.47,True
11046,112,9,,2025-09-15,4.57,True
11047,112,24,144,2026-02-20,1.66,True
11048,112,20,124,2025-02-21,4.79,True
11049,112,23,142,2024-06-21,3.39,True
